,0,1,2,3
0,-0.006972308232871953,-0.18539466538143778,-0.04855591715317451,0.239355316763515
1,-0.010680201540500709,0.010386093648016015,-0.04376881081790421,-0.06823952975951492
2,-0.010472479667540389,0.20610733604295997,-0.045133601413094505,-0.37440415176950936
3,-0.006350332946681189,0.011654581563729977,-0.052621684448484696,-0.09628682520226994
4,-0.0061172413154065896,-0.18267522843353506,-0.054547420952530096,0.17934076605972382
5,-0.009770745884077291,0.013183152228592288,-0.05096060563133562,-0.1300388325888025
6,-0.009507082839505446,0.20899667115710907,-0.05356138228311167,-0.4383537342302835
7,-0.005327149416363265,0.014672116464841956,-0.06232845696771734,-0.1630244323410176
8,-0.005033707087066425,0.210628390941465,-0.0655889456145377,-0.4747007892899502
9,-0.0008211392682371255,0.40661227699683955,-0.0750829614003367,-0.7873138435330957
10,0.007311106271699666,0.21259759967340847,-0.09082923827099862,-0.5191654093868299
11,0.011563058265167835,0.018863895607856646,-0.10121254645873522,-0.25642984320032836
12,0.011940336177324968,-0.17467831753902116,-0.10634114332274178,0.0026920530834774192
13,0.008446769826544544,0.021795289390313333,-0.10628730226107223,-0.32155897411166023
14,0.008882675614350811,0.21825761303688446,-0.11271848174330544,-0.6457791157607125
15,0.0132478278750885,0.02487181277204556,-0.12563406405851968,-0.3906103595177641
16,0.013745264130529412,0.22153205404492535,-0.13344627124887495,-0.7201150547128115
17,0.01817590521142792,0.028484020461768178,-0.14784857234313117,-0.47223438033543913
18,0.018745585620663283,0.22535093010027743,-0.15729325994983995,-0.8076223973722914
19,0.02325260422266883,0.42223849072682773,-0.17344570789728578,-1.1453616080331712
20,0.031697374037205385,0.2297530142268395,-0.1963529400579492,-0.9117032300578563
21,0.03629243432174217,0.037751742744849465,-0.21458700465910632,-0.6865929245535414
22,-0.040314056579612026,0.19669369129702963,-0.014064560911113475,-0.31135468749876355
23,-0.036380182753671435,0.0017749107960222388,-0.020291654661088745,-0.02314027879193986
24,-0.03634468453775099,-0.19305024996271725,-0.020754460236927542,0.2630719627049084
25,-0.04020568953700534,0.002361705771515954,-0.015493020982829373,-0.03608421649870697
26,-0.04015845542157502,-0.1925346853112145,-0.01621470531280351,0.25167051860329764
27,-0.04400914912779931,0.0028150080690089174,-0.011181294940737559,-0.04608241626510101
28,-0.043952848966419135,0.1980954925583153,-0.012102943266039579,-0.3422720647323919
29,-0.03999093911525283,0.3933875244351378,-0.01894838456068742,-0.638746836296908
30,-0.03212318862655007,0.5887684839932659,-0.031723321286625576,-0.9373361565437346
31,-0.020347818946684755,0.7843035074380638,-0.05047004441750027,-1.2398162109752953
32,-0.004661748797923481,0.980035938907706,-0.07526636863700617,-1.547872901074187
33,0.01493896998023064,0.7858939011858308,-0.10622382665848991,-1.2795917453474763
34,0.030656848003947256,0.9821969952088885,-0.13181566156543945,-1.6035578160798227
35,0.050300787908125026,0.7888583092495227,-0.1638868178870359,-1.3547073143762662
36,0.06607795409311548,0.9856134241961253,-0.19098096417456123,-1.6938527070539293
37,0.08579022257703799,1.1823581429242358,-0.2248580183156398,-2.039411815440084
38,0.030847476150003324,0.14845907305972542,0.04322998572011568,-0.2562931456394899
39,0.033816657611197835,0.34293800742747427,0.038104122807325884,-0.5350333458640065
40,0.04067541775974732,0.14730152926132145,0.027403455890045753,-0.2305917384274116
41,0.04362144834497375,-0.048201069808245456,0.02279162112149752,0.07060766536620039
