,0,1,2,3
0,-0.019196495813318854,-0.20759875316313842,-0.024189267457999448,0.27583662155064387
1,-0.023348470876581623,-0.40236738845055353,-0.01867253502698657,0.5607931551604054
2,-0.031395818645592696,-0.5972223686238269,-0.0074566719237784615,0.8475352664845519
3,-0.043340266018069236,-0.4019995015760613,0.009494033405912577,0.5525168657251802
4,-0.05138025604959046,-0.5972534876562333,0.02054437072041618,0.8481758491757178
5,-0.06332532580271513,-0.7926495405284089,0.037507887703930536,1.1472476974918815
6,-0.07917831661328331,-0.9882406290806047,0.060452841653768165,1.45145271379943
7,-0.09894312919489541,-1.1840509797296934,0.08948189592975676,1.7623940167096737
8,-0.12262414878948928,-0.9900480565785611,0.12472977626395024,1.498826476101749
9,-0.1424251099210605,-1.1864452467607238,0.1547063057859852,1.8277091856686742
10,-0.16615401485627498,-1.3829071720891464,0.1912604894993587,2.164184942314381
11,-0.19381215829805792,-1.1901029357750947,0.23454418834564633,1.9361405358061803
12,0.04913662125893597,-0.1945225425779532,0.04438340186714826,0.31274256442939763
13,0.045246170407376905,-0.3902477544377872,0.05063825315573621,0.6190856988541116
14,0.037441215318621164,-0.1958683021420559,0.06301996713281845,0.3427715508229017
15,0.033523849275780046,-0.0016968907303722414,0.06987539814927649,0.07060821731844957
16,0.033489911461172604,-0.19774743172053547,0.07128756249564548,0.3844930515393541
17,0.029534962826761893,-0.003706146856607112,0.07897742352643257,0.11511118359522254
18,0.02946083988962975,-0.199865685221056,0.08127964719833702,0.4316285508167994
19,0.02546352618520863,-0.005983034353269828,0.08991221821467302,0.16563460648198958
20,0.02534386549814323,-0.20226932053182115,0.09322491034431281,0.4852733130391647
21,0.02129847908750681,-0.008578046371336856,0.1029303766050961,0.22336643973743026
22,0.021126918160080072,0.1849336533242268,0.10739770539984471,-0.03515669963962503
23,0.02482559122656461,0.3783646864960918,0.10669457140705221,-0.29211728179827645
24,0.03239288495648644,0.1818960604520708,0.10085222577108668,0.03221856167751003
25,0.03603080616552786,-0.014516687995846295,0.10149659700463688,0.35494095953380483
26,0.035740472405610936,0.17902669575208494,0.10859541619531297,0.09590874243504516
27,0.039321006320652635,0.372438178242648,0.11051359104401388,-0.1606351538277912
